    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
 -154+    0i,  -110+    0i,   -66+    0i,   -22+    0i,    22+    0i,    66+    0i,   110+    0i,   154+    0i
 -154+    0i,    22+    0i,   -66+    0i,   110+    0i,  -110+    0i,    66+    0i,   -22+    0i,   154+    0i
 -132+    0i,  -176+    0i,    44+    0i,  -176+    0i,   -44+    0i,  -176+    0i,   132+    0i,  -176+    0i
 -132+    0i,  -176+    0i,    44+    0i,  -176+    0i,   -44+    0i,  -176+    0i,   132+    0i,  -176+    0i
 -132+    0i,    44+    0i,  -176+    0i,  -176+    0i,   -44+    0i,   132+    0i,  -176+    0i,  -176+    0i
  -88+    0i,  -176+    0i,  -176+  176i,  -176+ -176i,    88+    0i,  -176+    0i,  -176+  176i,  -176+ -176i
  -88+    0i,  -176+  176i,  -176+    0i,  -176+ -176i,    88+    0i,  -176+  176i,  -176+    0i,  -176+ -176i
  -88+    0i,    88+    0i,  -176+  176i,  -176+  176i,  -176+    0i,  -176+    0i,  -176+ -176i,  -176+ -176i
    0+    0i,  -176+    0i,  -176+  424i,  -176+  -73i,  -176+  176i,  -176+ -176i,  -176+   72i,  -176+ -425i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
